home,dir_name,author,year,title
.,KJ2RM9ZN,Hansen et al.,2015,Ultraviolet Photodissociation Action Spectroscopy 
.,N3X9PYJM,Hanson and Cally,2015,Multiple Scattering Of Seismic Waves From Ensemble
.,XF2D4BS8,Harrison et al.,2015,Managing Frailty As A Long-Term Condition
.,PDUD4J9M,Haskell and Melatos,2015,Models Of Pulsar Glitches
.,7QCUZYSV,Haskell et al.,2015,Detecting Gravitational Waves From Mountains On Ne
.,9VBXVXGF,Hemberger et al.,2015,Are The Three Hydroxyphenyl Radical Isomers Create
.,ZFM9P47M,Herath et al.,2015,Peculiarity Of Two Thermodynamically-Stable Morpho
.,J44SGCHG,Herpoldt et al.,2015,Designing Fluorescent Peptide Sensors With Dual Sp
.,RUMLBW53,Herring et al.,2015,Efficiently Engineering Pore-Scale Processes The 
.,8UFTFP4Y,Hirsch et al.,2015,Modulation Of Land-Use Change Impacts On Temperatu
.,XW8JBVR4,Holt et al.,2015,A Prospective Observational Study To Investigate T
.,BCWKIPJH,Hopkins et al.,2015,The Askapemu Source Finding Data Challenge
.,YTJ8TLRZ,Hoppmann et al.,2015,Seasonal Evolution Of An Ice-Shelf Influenced Fast
.,C5C8F8QV,Huerlimann et al.,2015,Phylogenetic Analysis Of Nucleus-Encoded Acetyl-Co
.,5XHBK85Z,Hughes et al.,2015,Microstructure And Corrosion Of Aa2024
.,LPCEMRTF,Humphries et al.,2015,Boundary Layer New Particle Formation Over East An
.,7HVQZGD8,Hurley-Walker et al.,2015,Serendipitous Discovery Of A Dying Giant Radio Gal
.,T4WXDFKN,Hutchings et al.,2015,Comparing Methods Of Measuring Sea-Ice Density In 
.,ZG6RB2W5,Hutchinson et al.,2015,Interhemispheric Asymmetry Of Warming In An Eddy-P
.,QEXVUEA7,Ilatikhameneh et al.,2015,Tunnel Field-Effect Transistors In 2-D Transition 
.,KEDBNVGN,Ilatikhameneh et al.,2015,Dielectric Engineered Tunnel Field-Effect Transist
.,BDMWEW7U,Inserra et al.,2015,Ogle-2013-Sn-079 A Lonely Supernova Consistent Wi
.,A32GKCQ5,Jain et al.,2015,Brownian Dynamics Simulations Of Planar Mixed Flow
.,JR6YGTW5,Jamali et al.,2015,Corrosion Protection Afforded By Praseodymium Conv
.,KJXNN45U,Jerkstrand et al.,2015,Constraints On Explosive Silicon Burning In Core-C
.,F7DYU8GA,Jha et al.,2015,A Space And Time Scale-Dependent Nonlinear Geostat
.,C253ULMV,Ji et al.,2015,Improved Pore Connectivity By The Reduction Of Cob
.,LFQA9XS3,Jiao et al.,2015,Graphene-Covered Perovskites An Effective Strateg
.,DFR2ZAW9,Jiao et al.,2015,Versatile Single-Layer Sodium Phosphidostannate(Ii
.,QJK8J92F,Jiao et al.,2015,Crystalline Ni3c As Both Carbon Source And Catalys
.,68E8QEWQ,Jones et al.,2015,Code Dependencies Of Pre-Supernova Evolution And N
.,3CBY8TCJ,Kadyrov et al.,2015,Antihydrogen Formation Via Antiproton Scattering W
.,4C8MJITE,Kadyrov et al.,2015,Enhancement Of Antihydrogen Formation In Antiproto
.,N5HJ8ULS,Kala et al.,2015,Influence Of Antecedent Soil Moisture Conditions O
.,7GX8Z78U,Kala et al.,2015,Sensitivity Of Wrf To Driving Data And Physics Opt
.,HLW7X83F,Kala et al.,2015,Implementation Of An Optimal Stomatal Conductance 
.,24YHTB6Y,Kale et al.,2015,Prioritization Of Candidate Genes In “Qtl-Hotspot”
.,NDGYD7WN,Kalluri et al.,2015,Sodium And Lithium Storage Properties Of Spray-Dri
.,WDRNTE9G,Kaniewska et al.,2015,Transcriptomic Changes In Coral Holobionts Provide
.,APQ368FH,Kaplan et al.,2015,Murchison Widefield Array Observations Of Anomalou
.,YJ8RWXJL,Karakas et al.,2015,R Coronae Borealis Stars Are Viable Factories Of P
.,KRJXJ73N,Karami et al.,2015,Mechanisms Of Flame Stabilisation At Low Lifted He
.,W3SNCITG,Karton and Goerigk,2015,Accurate Reaction Barrier Heights Of Pericyclic Re
.,2Z4NLHUM,Kettner et al.,2015,The Ch3choo ‘Criegee Intermediate’ And Its Anion 
.,TZHEK2FS,Kheifets et al.,2015,Dipole Phase And Photoelectron Group Delay In Inne
.,3XQLFTJA,Kim et al.,2015,The H I Mass Function As A Probe Of Photoionizatio
.,Y9BR5ZQ8,Kim et al.,2015,"Sources, Seasonality, And Trends Of Southeast Us A"
.,LI7L48P3,Kiratidis et al.,2015,Lattice Baryon Spectroscopy With Multiparticle Int
.,X24XP9FB,Kirk et al.,2015,Molecular Weight Growth In Titan's Atmosphere Bra
.,QWYG4KK8,Kirkby et al.,2015,Mapping Fractures Using 1d Anisotropic Modelling O
.,TC4RGX2M,Klekociuk et al.,2015,The Antarctic Ozone Hole During 2013
.,5Z4UJY4X,Klinska et al.,2015,Experimental Demonstration Of Ph-Dependent Electro
.,XLJF95U6,Knebe et al.,2015,Nifty Cosmology Comparison Of Galaxy Formation Mo
.,3RU8UBHL,Kobayashi and Reimers,2015,Free Energies For The Coordination Of Ligands To T
.,GJ5I6R25,Koenig-Robert et al.,2015,Semantic Wavelet-Induced Frequency-Tagging (Swift)
.,I9KLJSLP,Koffi et al.,2015,Investigating The Usefulness Of Satellite-Derived 
.,RNWD4P8V,Kole et al.,2015,Application Of Genomics-Assisted Breeding For Gene
.,MD4DG4B5,Korprasertthaworn et al.,2015,In Vitro Characterization Of The Human Liver Micro
.,HB3EQGQF,Kou et al.,2015,Structural And Electronic Properties Of Layered Ar
.,QJZTXIC2,Kou et al.,2015,Anisotropic Ripple Deformation In Phosphorene
.,DBQKF4HY,Kou et al.,2015,Tetragonal Bismuth Bilayer A Stable And Robust Qu
.,2BDYEVAG,Kou et al.,2015,"Phosphorene Fabrication, Properties, And Applicat"
.,HWQ7EECZ,Kou et al.,2015,Encapsulated Silicene A Robust Large-Gap Topologi
.,8CE3X9UE,Kremsky et al.,2015,A Quantitative Profiling Tool For Diverse Genomic 
.,CXPNX968,Krenske et al.,2015,Computational Analysis Of The Stereochemical Outco
.,HJANFASI,Kriek et al.,2015,The Mosfire Deep Evolution Field (Mosdef) Survey 
.,RVUWQAFV,Kromer et al.,2015,Deflagrations In Hybrid Cone White Dwarfs A Route
.,3QSNHFWY,Krumholz and Forbes,2015,"Vader A Flexible, Robust, Open-Source Code For Si"
.,U7NLA4MH,Krumholz and Kruijssen,2015,A Dynamical Model For The Formation Of Gas Rings A
.,Q7TPWEPR,Krumholz et al.,2015,Star Cluster Properties In Two Legus Galaxies Comp
.,TPDMYXI3,Krumholz et al.,2015,Slug – Stochastically Lighting Up Galaxies – Iii. 
.,VRAVJXW3,Kumeria et al.,2015,Membranes Photoswitchable Membranes Based On Pept
.,XISAY85W,Kvale et al.,2015,Potential Increasing Dominance Of Heterotrophy In 
.,6ERCH8JJ,Kvistad et al.,2015,Very Low Population Structure In A Highly Mobile A
.,D3TT5ISN,Lai et al.,2015,Identification And Characterization Of More Than 4
.,35PGTSWN,Lattanzio et al.,2015,On The Numerical Treatment And Dependence Of Therm
.,W4NTQTYR,Laucht et al.,2015,Electrically Controlling Single-Spin Qubits In A C
.,K4TNF7UM,Leontini et al.,2015,Stability Analysis Of The Elliptic Cylinder Wake
.,YDKN3SQB,Lepodise et al.,2015,"Terahertz Spectroscopy Of 2,4-Dinitrotoluene Over "
.,TBV8F6EL,Ley et al.,2015,Surface-Water Interface Induces Conformational Cha
.,IEKTQA7T,Li et al.,2015,The Characterization Of Modified Starch Branching 
.,2K5UQ6X8,Li et al.,2015,Uncoupled Surface Spin Induced Exchange Bias In Α-
.,XTN733IE,Li et al.,2015,A Functional Correlate Of Severity In Alternating 
.,NDM2ZYCB,Li et al.,2015,Performance Modulation Of Α-Mno2 Nanowires By Crys
.,HXUD3IDY,Li et al.,2015,Patient-Specific Biomechanical Model As Whole-Body
.,RFY6YJRW,Liao et al.,2015,Electronic Coupling And Catalytic Effect On H2 Evo
.,ETHEIBBD,Lillie et al.,2015,Selection On Mhc Class Ii Supertypes In The New Ze
.,G78LMXIL,Lin et al.,2015,3d Hierarchical Rutile Tio2 And Metal-Free Organic
.,CAGR6FBP,Liu et al.,2015,Adsorption Of Ch4 And Ch4co2 Mixtures In Carbon N
.,E6EYAZW8,Liu et al.,2015,Nearly Exclusive Growth Of Small Diameter Semicond
.,F9S532VE,Liu et al.,2015,Two-Step Self-Assembly Of Hierarchically-Ordered N
.,BPIHG977,Loi et al.,2015,Quantifying Ionospheric Effects On Time-Domain Ast
.,V2EHIJGU,Loi et al.,2015,Real‐Time Imaging Of Density Ducts Between The Pla
.,RGT4ZIP3,Loi et al.,2015,Power Spectrum Analysis Of Ionospheric Fluctuation
.,5PYWLBU9,Löptien et al.,2015,Helioseismology With Solar Orbiter
.,NVWV2JJQ,Lu et al.,2015,Sulfur Derivatives Of The Natural Polyarsenical Ar
.,HP9KVDRM,Lugaro et al.,2015,Post-Agb Stars In The Magellanic Clouds And Neutro
.,Q9JDWM68,Ma et al.,2015,Single Layer Bismuth Iodide Computational Explora
.,W6E65V7R,Ma et al.,2015,Quantum Spin Hall Effect And Topological Phase Tra
.,TRB6D6EL,Mahdavi and Kuyucak,2015,Mechanism Of Ion Permeation In Mammalian Voltage-G
.,YFPFNPJF,Maher et al.,2015,Effects Of Volcanism On Tropical Variability Effe
.,NLKXQ48Y,Malde and Mark,2015,179 Validation Of Ligands In X-Ray Crystal Structu
.,IL8SLS5S,Mao et al.,2015,Optimal Suppression Of Flow Perturbations Using Bo
.,AYXFUDLP,Mao et al.,2015,Nonlinear Optimal Suppression Of Vortex Shedding F
.,3C6GPENZ,Markworth et al.,2015,Photoisomerization Action Spectroscopy Flicking T
.,2GTSEGQL,Marquardt et al.,2015,Type Ia Supernovae From Exploding Oxygen-Neon Whit
.,BHQQXEAW,Marshall et al.,2015,Experimental Evidence For Competitive N O And O C 
.,A4GGLJK3,Mastrano et al.,2015,Interpreting The Axp 1e 2259+586 Antiglitch As A C
.,LQTS7FKH,Mastrano et al.,2015,Neutron Star Deformation Due To Poloidal–Toroidal 
.,NJ2H8B4I,Matear et al.,2015,Sources Of Heterogeneous Variability And Trends In
.,L5FTQLU7,Matsumoto et al.,2015,Can Direct Collapse Black Holes Launch Gamma-Ray B
.,8H6SWQYW,Mayewski et al.,2015,Potential For Southern Hemisphere Climate Surprise
.,8DTPETJC,McBride et al.,2015,Mri Using Ultrasmall Superparamagnetic Particles O
.,E6W2NK4Q,McKemmish et al.,2015,Electron–Vibration Entanglement In The Born–Oppenh
.,M44ZH64E,McKinley et al.,2015,Modelling Of The Spectral Energy Distribution Of F
.,D5SQ385B,McLaren et al.,2015,Marital Status And Suicidal Ideation Among Austral
.,UIK2GZIW,McLaren et al.,2015,Marital Status And Suicidal Ideation Among Austral
.,LG5QV7RE,McLean et al.,2015,Nanostructure Of [Li(G4)] Tfsi And [Li(G4)] No Su
.,H7VJQPZZ,McRae et al.,2015,Linking Local Wildfire Dynamics To Pyrocb Developm
.,29MR9HG8,Meehl et al.,2015,Effects Of The Mount Pinatubo Eruption On Decadal 
.,N5VIPZPZ,Menon and Heger,2015,The Quest For Blue Supergiants Evolution Of Binar
.,GTT8DAE4,Menviel et al.,2015,Impact Of Oceanic Circulation Changes On Atmospher
.,D4NKVQWS,Mereghetti et al.,2015,"Magnetars Properties, Origin And Evolution"
.,UFTRCP9X,Messenger et al.,2015,Gravitational Waves From Scorpius X-1 A Compariso
.,3V4Q9YZD,Michałowski et al.,2015,Massive Stars Formed In Atomic Hydrogen Reservoirs
.,8ZKM9A68,Michelassi et al.,2015,Compressible Direct Numerical Simulation Of Low-Pr
.,FINU7BED,Mitchell and Page,2015,Structure And Absorption In C60–Zinc Tetra-Phenylp
.,3A9USRMQ,Mohd-Yusoff et al.,2015,Scanning The Effects Of Ethyl Methanesulfonate On 
.,IIBJWC37,Mol et al.,2015,Interface-Induced Heavy-Holelight-Hole Splitting 
.,5VFN3C8U,Moradi et al.,2015,Directional Time–Distance Probing Of Model Sunspot
.,ANQ9PUC9,Morishita and Spencer,2015,How Silicene On Ag(111) Oxidizes Microscopic Mech
.,INJXE5KS,Morris et al.,2015,"Identification, Characterisation And Expression An"
.,MMJNAJ37,Morris et al.,2015,Lack Of Genetic Diversity Across Diverse Immune Ge
.,7JZL9LBJ,Morris et al.,2015,Identification And Analysis Of Divergent Immune Ge
.,FHHKPI3J,Mostert et al.,2015,Effects Of Magnetic Fields On Magnetohydrodynamic 
.,4XWS4Q22,Murphy et al.,2015,Swimming Through Sand Connectivity Of Aquatic Fau
.,7MUBH294,Mustapić et al.,2015,Improvements In The Dispersion Of Nanosilver In A 
.,P7YU99TW,Myers et al.,2015,Bayesian Approach To Time-Resolved Tomography
.,25YUU52G,Neben et al.,2015,Measuring Phased-Array Antenna Beampatterns With H
.,A5P2GN2G,Nemes et al.,2015,Mutual Inductance Of Two Helical Vortices
.,8SZI3HUF,Nemoda et al.,2015,Maternal Depression Is Associated With Dna Methyla
.,HHJX78WZ,Newman and Easteal,2015,A New Metric Of Inclusive Fitness Predicts The Hum
.,F9AHDPFR,Ng et al.,2015,Nonlinear Processes Reinforce Extreme Indian Ocean
.,SXI2UVI6,Ng et al.,2015,Vertical Natural Convection Application Of The Un
.,G8FW8ALD,Ng et al.,2015,The Role Of The Sst-Thermocline Relationship In In
.,2HFJEF6S,Nguyen et al.,2015,Identification Of Chikungunya Virus Nsp2 Protease 
.,RBD3M9Z9,Nickless et al.,2015,Greenhouse Gas Network Design Using Backward Lagra
.,63VBI3R9,Nolan et al.,2015,The Density Variance–Mach Number Relation In Isoth
.,GAPBYLQP,Offringa et al.,2015,The Low-Frequency Environment Of The Murchison Wid
.,QLEW59UW,Ogrean et al.,2015,Frontier Fields Clusters Chandra And Jvla 
.,2ZUGRCTZ,Olivetti et al.,2015,Direct Numerical Simulation Of Turbulent Flow With
.,WNFCTRPC,Open Science Collaboration,2015,Estimating The Reproducibility Of Psychological Sc
.,ZZ5UL546,Oppermann et al.,2015,Estimating Extragalactic Faraday Rotation
.,WKZ9NQ8E,Ord et al.,2015,The Murchison Widefield Array Correlator
.,XFXMVB73,Oronsaye et al.,2015,Simultaneous Observations Of Giant Pulses From The
.,UT8CC93C,Owen et al.,2015,Transition Of Ρ → Π Γ In Lattice Qcd
.,ZWPIFRH6,Owen et al.,2015,Light Meson Form Factors At Near Physical Masses
.,CB3GT3BC,Page et al.,2015,Quantum Chemical Simulation Of Carbon Nanotube Nuc
.,F6MX5787,Pahnke et al.,2015,Entropy Driven Chain Effects On Ligation Chemistry
.,UPTPE2QU,Pan et al.,2015,500 Days Of Sn 2013dy Spectra And Photometry From
.,CWKU5H3Y,Papaioannou et al.,2015,Molecular Dynamics Simulations Of Insulin Elucida
.,7MJJGS2Q,Patnaude et al.,2015,Are Models For Core-Collapse Supernova Progenitors
.,KNRFVGTN,Pattanawongsa et al.,2015,Inhibition Of Human Udp-Glucuronosyltransferase En
.,7IUHZAVB,Perrott et al.,2015,Ami Galactic Plane Survey At 16 Ghz – Ii. Full Dat
.,8YRXR5F2,Petasecca et al.,2015,Magicplate-512 A 2d Silicon Detector Array For Qu
.,7JR4KAJW,Petit et al.,2015,Mixing And Transport Of Metals By Gravitational In
.,IDNGUCV7,Pham et al.,2015,Dissociation Of Proton-Bound Complexes Reveals Geo
.,ZECN54NZ,Pham et al.,2015,Orbital Engineering Of Two-Dimensional Materials W
.,A3NKA84E,Pigott et al.,2015,Calculation Of The Energetics Of Water Incorporati
.,ISD5K32D,Piwiński et al.,2015,E-Zn Inelastic Scattering At 80 Ev
.,5JWXDKKC,Placco et al.,2015,Metal-Poor Stars Observed With The Magellan
.,UNSPDSU2,Planck Collaboration et al.,2015,Planck 2013 Results. Xxxii. The Updated 
.,R4RS35TC,Pope et al.,2015,The Investigation Of Prostatic Calcifications Usin
.,3KTUBCFM,Prabu et al.,2015,A Digital-Receiver For The Murchisonwidefield Arra
.,76VA6MPR,Przybylski et al.,2015,Spectropolarimetrically Accurate Magnetohydrostati
.,QZF242RG,Quek et al.,2015,In-Line Deoxygenation For Organic Carbon Detection
.,AHMLQ7NV,Quek et al.,2015,Microbial Fuel Cell Biosensor For Rapid Assessment
.,SICYHNCA,Raiteri et al.,2015,Thermodynamically Consistent Force Field For Molec
.,RNZXCU3K,Ramesh et al.,2015,Significance Of Thermal Fluctuations And Hydrodyna
.,3MNFJB4G,Rashid et al.,2015,A Potent And Kv1.3-Selective Analogue Of The Scorp
.,NTAIP49B,Rayner et al.,2015,Recent Changes In The Global And Regional Carbon C
.,255DRKRV,Razaghi et al.,2015,Increased Expression And Secretion Of Recombinant 
.,4AJHK6KJ,Regenauer-Lieb et al.,2015,Deep Geothermal The ‘Moon Landing’ Mission In The
.,SXTRUX6Q,Regenauer-Lieb et al.,2015,Melt Instabilities In An Intraplate Lithosphere An
.,B8YYFPNY,Regenauer-Lieb et al.,2015,Foreword Toward A Quantitative Understanding Of T
.,GC3QYNBI,Reimers,2015,The Importance Of Motions That Accompany Those Occ
.,VTSMRL3V,Reimers et al.,2015,"Non-Adiabatic Effects In Thermochemistry, Spectros"
.,HY2EFUCQ,Reimers et al.,2015,"Bond Angle Variations In Xh 3 [X = N, P"
.,BGBTS6MR,Reimers et al.,2015,A Priori Calculations Of The Free Energy Of Format
.,GLBDQ7EN,Ren et al.,2015,Mechanical Buckling Induced Periodic Kinkingstrip
.,UXNSCGL4,Ren et al.,2015,3d Hierarchical Porous Graphene Aerogel With Tunab
.,NEJ35YVV,Ren et al.,2015,Propensity For Distinguishing Two Free Electrons W
.,YMKMI3DP,Rijs et al.,2015,Mhd Wave Refraction And The Acoustic Halo Effect A
.,DCNE5UC6,Rincon Bonilla et al.,2015,Corrections To “Understanding Adsorption And Trans
.,WSWITBDR,Romanenko et al.,2015,New Insights Into The Thermal Behaviour Of Organic
.,LU8B9IVE,Rosic et al.,2015,Unfolding The Secrets Of Coral–Algal Symbiosis
.,8CQAUZV6,Rosso et al.,2015,Topographic Influence On Submesoscale Dynamics In 
.,SQRM9YQA,Ryan et al.,2015,The Emergence Of Age-Dependent Social Cognitive De
.,VRQH6MXI,Saez et al.,2015,Molecular Dynamics And Functional Studies Define A
.,G47B7DLB,Salehi et al.,2015,A Comparative Study Of Conditional Moment Closure 
.,VY8XJ9MK,Salim et al.,2015,"A Universal, Turbulence-Regulated Star Formation L"
.,B27A9MTE,Sandberg et al.,2015,Compressible Direct Numerical Simulation Of Low-Pr
.,B8Z82GU9,Sasse et al.,2015,Quantifying The Influence Of Co&Lt;Sub&Gt;2&Lt;Su
.,A6CRLCEM,Schnaidt and Heinson,2015,Bootstrap Resampling As A Tool For Uncertainty Ana
.,CR4RJP4U,Schneider et al.,2015,Understanding Star Formation In Molecular Clouds 
.,AKYFXNU8,Schneider et al.,2015,Understanding Star Formation In Molecular Clouds 
.,I99VBMVP,Schober et al.,2015,Saturation Of The Turbulent Dynamo
.,LGIYMJHL,Schofield et al.,2015,First Quasi-Lagrangian In Situ Measurements Of Ant
.,Z2ERC8XQ,Schrijver et al.,2015,Division E Commission 10 Solar Activity
.,TMN8YMLE,Seitenzahl et al.,2015,Neutrino And Gravitational Wave Signal Of A Delaye
.,X5W8XAHY,Seitenzahl et al.,2015,5.9-Kev Mn K-Shell X-Ray Luminosity From The Decay
.,4D6LZYW3,Serra et al.,2015,Askap H I Imaging Of The Galaxy Group Ic 1459
.,QE2R5CKJ,Setiadi et al.,2015,Computational Studies Of Glutamate Transporters
.,529KVH3L,Seton et al.,2015,Ridge Subduction Sparked Reorganization Of The Pac
.,A3G7XG37,Shade and Teal,2015,Computing Workflows For Biologists A Roadmap
.,SDJNDU8Q,Sharples et al.,2015,Styles Of Rifting And Fault Spacing In Numerical M
.,FHLI44MN,Sherwood,2015,The Sun And The Rain
.,XIVQGQL8,Sherwood and Nishant,2015,Atmospheric Changes Through 2012 As Shown By Itera
.,KHYNGVPN,Sherwood et al.,2015,Adjustments In The Forcing-Feedback Framework For 
.,52X5Y4BC,Shikhov and Arns,2015,Evaluation Of Capillary Pressure Methods Via Digit
.,TGPGWWBA,Shimwell et al.,2015,"Another Shock For The Bullet Cluster, And The Sour"
.,TUBAV6S4,Simpson et al.,2015,An Intermediate Band Dye-Sensitised Solar Cell Usi
.,6KMKDY2A,Smolentsev et al.,2015,An Approach To Verification And Validation Of Mhd 
.,5FGB2G2W,Song et al.,2015,Laser Enhanced Hydrogen Passivation Of Silicon Waf
.,567YSVPY,Soysa et al.,2015,"Size, Shape, And Diffusivity Of A Single Debye-Hüc"
.,E7NAJEX2,Spackman and Karton,2015,Estimating The Ccsd Basis-Set Limit Energy From Sm
.,TJ75TPLE,Steele et al.,2015,Mechanism Of Periodic Height Variations Along Self
.,CHAYHJA5,Steinman et al.,2015,Response To Comment On Atlantic And Pacific Multi
.,36NQIFII,Stokes et al.,2015,Parity-Expanded Variational Analysis For Nonzero M
.,WXNYGKU7,Stone et al.,2015,A New Dobson Umkehr Ozone Profile Retrieval Method
.,8ZSHD29Y,Strutton et al.,2015,Biogeochemical Variability In The Central Equatori
.,XPB8SZN5,Stuchbery et al.,2015,Target Acquired Progress And Promise Of Targeted 
.,N6IPEAJI,Sun et al.,2015,Fish-Scale Bio-Inspired Multifunctional Zno Nanost
.,W4SNMYN8,Ta et al.,2015,Thin Film Lubrication Of Hexadecane Confined By Ir
.,HE3JG3NU,Tan et al.,2015,Conductive Graphitic Carbon Nitride As An Ideal Ma
.,ARTGTAHW,Taubenberger et al.,2015,Spectroscopy Of The Type Ia Supernova 2011fe Past 
.,NTN8RPIK,Tawfik et al.,2015,Multiple Co 2 Capture In Stable Metal-D
.,6BVBQHSE,Teale and Young,2015,Multicomponent Delirium Prevention Not As Effecti
.,NG4ILZD5,Teale and Young,2015,A Patient Reported Experience Measure (Prem) For U
.,BW4BUQZV,Teng et al.,2015,How Does Bias Correction Of Regional Climate Model
.,9NYSJ3PW,Terrapon et al.,2015,On The Role Of Pressure In Elasto-Inertial Turbule
.,GRYEA2VG,The LIGO Scientific Collaboration et al.,2015,Advanced Ligo
.,LQVWIBHK,Thomas et al.,2015,Instanton Contributions To The Low-Lying Hadron Ma
.,RWY3US89,Thresher et al.,2015,Erratum Corrigendum Options For Managing Impacts
.,5E4FZHSE,Thyagarajan et al.,2015,Confirmation Of Wide-Field Signatures In Redshifte
.,3ITAS5TK,Thyagarajan et al.,2015,Foregrounds In Wide-Field Redshifted 21 Cm Power S
.,WXDNJL8A,Tingay et al.,2015,The Spectral Variability Of The Ghz-Peaked Spectru
.,Y7AR53XN,Tingay et al.,2015,A Search For Fast Radio Bursts At Low Frequencies 
.,ZRLES53V,Tkalčić et al.,2015,"Strong, Multi-Scale Heterogeneity In Earth’s Lower"
.,YQ62AQA3,Torlina et al.,2015,Interpreting Attoclock Measurements Of Tunnelling 
.,7VAVJTKV,Tosi et al.,2015,A Community Benchmark For Viscoplastic Thermal Con
.,4ME4ISV3,Tremblay et al.,2015,The High Time And Frequency Resolution Capabilitie
.,AS68J9T8,Trewartha et al.,2015,Connection Between Center Vortices And Instantons 
.,NETWRPJG,Trewartha et al.,2015,Evidence That Centre Vortices Underpin Dynamical C
.,TZ56V9WW,Tripathi et al.,2015,Simulated Photoevaporative Mass Loss From Hot Jupi
.,4B6DXN6W,Trott and Tingay,2015,The Effect Of Interplanetary Scintillation On Epoc
.,SH6LUK74,Turney et al.,2015,Obliquity‐Driven Expansion Of North Atlantic Sea I
.,SRQQZ4QF,Ujvari et al.,2015,Widespread Convergence In Toxin Resistance By Pred
.,KJZBJPJC,Ummenhofer et al.,2015,How Did Ocean Warming Affect Australian Rainfall E
.,CADXQCRW,Usman et al.,2015,Donor Hyperfine Stark Shift And The Role Of Centra
.,M8RUX89Z,Usman et al.,2015,Strain And Electric Field Control Of Hyperfine Int
.,4KZPTMLK,Utamuratov et al.,2015,Two-Center Close-Coupling Calculations Of Positron
.,IM9K7T9Y,van Sebille et al.,2015,Pairwise Surface Drifter Separation In The Western
.,FPD9YIB5,Varela et al.,2015,Electrochemical Method For Studying Localized Corr
.,C87IPCC2,Vélez et al.,2015,Cross Validation Of Poolingresampling Gwas Using 
.,6IY7E897,Verkhovtsev et al.,2015,Comparative Analysis Of The Secondary Electron Yie
.,QJJ7XTZN,Vikse et al.,2015,Prying Open A Reactive Site For Allylic Arylation 
.,CUEQ38M2,Voisin et al.,2015,Spatially Resolved Resonant Tunneling On Single At
.,UCJXCTET,Walsh et al.,2015,Hurricanes And Climate The U.s. Clivar Working Gr
.,PXB5ZYCV,Walsh et al.,2015,Hurricanes And Climate The U.s. Clivar Working Gr
.,VUEURWMD,Wang et al.,2015,Alcl 3 -Catalyzed Ring Expansion Cascad
.,RJSN3NAF,Wang et al.,2015,A Dye-Sensitized Visible Light Photocatalyst-Bi24o
.,GPAP8VHK,Wang et al.,2015,Preferential Attention To Animals And People Is In
.,V5PAU9I2,Wang et al.,2015,Pure Sea-Quark Contributions To The Magnetic Form 
.,X6YIMYUM,Wang et al.,2015,In-Situ One-Step Hydrothermal Synthesis Of A Lead 
.,8BLXSL4G,Wayth et al.,2015,Gleam The Galactic And Extragalactic All-Sky Mwa 
.,ANIRY4JW,Webb et al.,2015,The Impact Of Parametrized Convection On Cloud Fee
.,6BI5XPEE,Williams et al.,2015,Absolute Plate Motions Since 130 Ma Constrained By
.,HIZ7DPPN,Woosley and Heger,2015,The Remarkable Deaths Of 9–11 Solar Mass Stars
.,JKCDBWZZ,Wright et al.,2015,Development Of A Snp-Based Assay For Measuring Gen
.,4ZZEY582,Xiong et al.,2015,Microstructures And Mechanical Properties Of Dual 
.,PKNTZZQ9,Xu et al.,2015,Sulfur Isotopic Compositions Of Submicrometer Sic 
.,TXPANGIF,Xu et al.,2015,Effects Of Oxygen Adsorption On The Surface State 
.,LG6E8NQ3,Yang et al.,2015,Dual Yolk-Shell Structure Of Carbon And Silica-Coa
.,LECER9BX,Ye et al.,2015,Understanding The Origin Of Li 2 Mno S
.,H4TCMSLP,Yen et al.,2015,Role Of Stress-Assisted Martensite In The Design O
.,XXQ6CLTN,Yin et al.,2015,Tunable Hybridization Between Electronic States Of
.,TYBBFAIR,Young et al.,2015,The Second National Audit Of Intermediate Care
.,HZ9SRPNP,Young et al.,2015,Prevention Of Delirium (Pod) For Older People In H
.,GB22TJ2Q,Yu and Shen,2015,Iron And Steel Making In Australia And China
.,NMGE6CFM,Zahirovic et al.,2015,Tectonic Speed Limits From Plate Kinematic Reconst
.,CP9NYQJ7,Zammit et al.,2015,Convergent Calculations Of Positron Scattering Fro
.,NWB2WIF8,Zammit et al.,2015,Calculations Of Electron And Positron Scattering F
.,BI7JVJKZ,Zavras et al.,2015,"Synthesis, Structure And Gas-Phase Reactivity Of T"
.,KYDU6UR8,Zeng et al.,2015,Multi-Model Simulation Of Co And Hcho In The South
.,8SEBEWPA,Zhai et al.,2015,"Sea-Ice Conditions In The Adélie Depression, Antar"
.,PTEA7K6X,Zhang et al.,2015,At Rtdspa
.,V6AKZHX5,Zhang et al.,2015,Plasmonic Nanostructures To Enhance Catalytic Perf
.,KN5JCT7V,Zhang et al.,2015,Experimental Study Of Laminated Glass Window Respo
.,95QMRQMV,Zhang et al.,2015,Conformation Of Hydrophobically Modified Thermores
.,K5B47LQM,Zhang et al.,2015,The Mechanical Properties Of Polyvinyl Butyral (Pv
.,V5RTVKQU,Zheng et al.,2015,3d Fe2(Moo4)3 Microspheres With Nanosheet Constitu
.,NYXSPK4K,Zhou et al.,2015,Leaf-Excluded Percolation In Two And Three Dimensi
.,CV3QY8MW,Zhou et al.,2015,New Family Of Quantum Spin Hall Insulators In Two-
.,CMKZSZWN,Zhu et al.,2015,Correction Controlling Molecular Ordering In Solu
